id,submitted_on,grade,compiles,codeql,codeql_runtime
66bf9db2163decb65c9910b2,2024-08-16 20:42:58.137,100.0,True,False,0.0047712699505461365
665a4fa6ac2f50fd0ed08e20,2024-06-01 00:31:02.284,100.0,True,False,0.0047712699505461365
65a832b30bcda0a757820450,2024-01-17 21:04:03.852,100.0,True,False,0.0047712699505461365
65a832916e50a56ff13ad204,2024-01-17 21:03:29.379,0.0,False,False,0.0047712699505461365
65a8323079cb5dd48e356429,2024-01-17 21:01:52.959,0.0,False,False,0.0047712699505461365
665dbda026943bbfc419b49b,2024-06-03 14:57:04.921,100.0,True,False,0.0047712699505461365
65a59f198ba6947cb336c359,2024-01-15 22:09:45.502,100.0,True,False,0.0047712699505461365
65a59f0e79cb5dd48e34faf7,2024-01-15 22:09:34.814,0.0,True,False,0.0047712699505461365
64de6d08890e8db52cb31f60,2023-08-17 20:55:04.097,100.0,True,False,0.0047712699505461365
64de6cf55e43bbb48c0e1d3d,2023-08-17 20:54:45.683,0.0,True,False,0.0047712699505461365
6377ca3280607efdfdbcb80f,2022-11-18 19:08:50.529,100.0,True,False,0.0047712699505461365
637ca294e46f28bb708fdaf9,2022-11-22 11:21:08.017,100.0,True,False,0.0047712699505461365
659eae0b0bcda0a75780ae6e,2024-01-10 15:47:39.738,0.0,True,False,0.0047712699505461365
6552ae39f7a41d353885d47d,2023-11-14 00:16:09.584,100.0,True,False,0.0047712699505461365
65522085c5d90a7d276abd71,2023-11-13 14:11:33.486,100.0,True,False,0.0047712699505461365
65522046d93140def44f48e7,2023-11-13 14:10:30.237,0.0,False,False,0.0047712699505461365
6552203fd93140def44f48e2,2023-11-13 14:10:23.783,0.0,False,False,0.0047712699505461365
6552201fbf4a29e5c32bf026,2023-11-13 14:09:51.356,0.0,False,False,0.0047712699505461365
6552200dbf4a29e5c32bf01e,2023-11-13 14:09:33.241,0.0,False,False,0.0047712699505461365
65521ff6c5d90a7d276abd64,2023-11-13 14:09:10.921,0.0,True,False,0.0047712699505461365
65521feff7a41d353885cc63,2023-11-13 14:09:03.328,0.0,False,False,0.0047712699505461365
6356ea37e46f28bb708aab22,2022-10-24 21:40:39.591,100.0,True,False,0.0047712699505461365
65a7e5f4b2180bc51f8597ee,2024-01-17 15:36:36.321,100.0,True,False,0.0047712699505461365
6377c46ca41ed832114af571,2022-11-18 18:44:12.511,100.0,True,False,0.0047712699505461365
6377c42d6a7392b4e589b8c0,2022-11-18 18:43:09.184,0.0,True,False,0.0047712699505461365
65534af7bf4a29e5c32c077a,2023-11-14 11:24:55.399,100.0,True,False,0.0047712699505461365
6551f910bf4a29e5c32bed21,2023-11-13 11:23:12.719,100.0,True,False,0.0047712699505461365
6551f8e2358432b85041194b,2023-11-13 11:22:26.373,100.0,True,False,0.0047712699505461365
6551f8db358432b850411946,2023-11-13 11:22:19.035,100.0,True,False,0.0047712699505461365
6551f8cf108434001228a272,2023-11-13 11:22:07.215,0.0,True,False,0.0047712699505461365
6551f89bf7a41d353885c9f1,2023-11-13 11:21:15.121,0.0,True,False,0.0047712699505461365
6551f852f7a41d353885c9ec,2023-11-13 11:20:02.784,0.0,False,False,0.0047712699505461365
6551f814bf4a29e5c32bece8,2023-11-13 11:19:00.748,0.0,True,False,0.0047712699505461365
63a85dcb1b949c34fa111d52,2022-12-25 15:27:23.402,100.0,True,False,0.0047712699505461365
63a85db58d1b8e94fb3334ba,2022-12-25 15:27:01.429,0.0,False,False,0.0047712699505461365
637917f5e46f28bb708fa9d1,2022-11-19 18:52:53.745,100.0,True,False,0.0047712699505461365
637917caa41ed832114afe57,2022-11-19 18:52:10.204,0.0,False,False,0.0047712699505461365
659575a36e50a56ff139b486,2024-01-03 15:56:35.324,100.0,True,False,0.0047712699505461365
637c805f86fd18348831bdfa,2022-11-22 08:55:11.534,100.0,True,False,0.0047712699505461365
63a70aaa3d1ab8bf114433dc,2022-12-24 15:20:26.604,100.0,True,False,0.0047712699505461365
63a70a638d1b8e94fb331f49,2022-12-24 15:19:15.978,0.0,False,False,0.0047712699505461365
63a709d78d1b8e94fb331f1a,2022-12-24 15:16:55.864,0.0,False,False,0.0047712699505461365
63a709c31b949c34fa1117af,2022-12-24 15:16:35.718,0.0,False,False,0.0047712699505461365
63a708bec1f4a16b94d7d5d1,2022-12-24 15:12:14.614,0.0,False,False,0.0047712699505461365
65534db0264e9603165199e5,2023-11-14 11:36:32.074,100.0,True,False,0.0047712699505461365
65534d982e31aa841f0be6a6,2023-11-14 11:36:08.908,0.0,True,False,0.0047712699505461365
655346cb264e9603165198d9,2023-11-14 11:07:07.113,100.0,True,False,0.0047712699505461365
655346c2f7a41d353885d98f,2023-11-14 11:06:58.346,0.0,False,False,0.0047712699505461365
6377e4b56a7392b4e589b926,2022-11-18 21:01:57.078,100.0,True,False,0.0047712699505461365
63b2e76c8d1b8e94fb340a3e,2023-01-02 15:17:16.006,100.0,True,False,0.0047712699505461365
63b2e73189add9acfb6a1a95,2023-01-02 15:16:17.324,0.0,False,False,0.0047712699505461365
637b9eafe46f28bb708fc8b0,2022-11-21 16:52:15.030,100.0,True,False,0.0047712699505461365
637b9e6a6d3572586678c3e0,2022-11-21 16:51:06.817,100.0,True,False,0.0047712699505461365
637a711180607efdfdbcc57b,2022-11-20 19:25:21.472,100.0,True,False,0.0047712699505461365
637a70c5d0579510aa3fce4a,2022-11-20 19:24:05.651,0.0,True,False,0.0047712699505461365
637a70b2d0579510aa3fce45,2022-11-20 19:23:46.801,0.0,False,False,0.0047712699505461365
637a7094e46f28bb708fb7e5,2022-11-20 19:23:16.420,0.0,False,False,0.0047712699505461365
637a7063e46f28bb708fb7e0,2022-11-20 19:22:27.429,0.0,True,False,0.0047712699505461365
66c6f0be1abc3550cffdad12,2024-08-22 10:03:10.832,100.0,True,False,0.0047712699505461365
66c1e293dad4f4d810cc9726,2024-08-18 14:01:23.826,100.0,True,False,0.0047712699505461365
66b9d9b5ec01ef72aa7fcb55,2024-08-12 11:45:25.977,100.0,True,False,0.0047712699505461365
66b5d12fec01ef72aa7fb8bb,2024-08-09 10:19:59.810,100.0,True,False,0.0047712699505461365
66b3634aac2f50fd0ed433b1,2024-08-07 14:06:34.748,100.0,True,False,0.0047712699505461365
66b36326dad4f4d810cc46b6,2024-08-07 14:05:58.949,0.0,False,False,0.0047712699505461365
66b362e4ac2f50fd0ed433a1,2024-08-07 14:04:52.495,0.0,False,False,0.0047712699505461365
66b362bddad4f4d810cc46b1,2024-08-07 14:04:13.490,0.0,False,False,0.0047712699505461365
65a7d1e90bcda0a75781cdd5,2024-01-17 14:11:05.734,0.0,True,False,0.0047712699505461365
655339db108434001228aec6,2023-11-14 10:11:55.666,100.0,True,False,0.0047712699505461365
655339baf7a41d353885d7e0,2023-11-14 10:11:22.152,0.0,True,False,0.0047712699505461365
637b9c21d0579510aa3fdd0c,2022-11-21 16:41:21.380,100.0,True,False,0.0047712699505461365
637b9bfea41ed832114b15b4,2022-11-21 16:40:46.323,0.0,True,False,0.0047712699505461365
637b9ba7e46f28bb708fc84b,2022-11-21 16:39:19.356,0.0,False,False,0.0047712699505461365
5fa58d036779dd10ec368630,2020-11-06 18:50:59.046,100.0,True,False,0.0047712699505461365
6553357bd93140def44f5209,2023-11-14 09:53:15.096,100.0,True,False,0.0047712699505461365
637a7458e46f28bb708fb804,2022-11-20 19:39:20.134,100.0,True,False,0.0047712699505461365
63c6cc50582b55c043c8bc47,2023-01-17 17:26:56.667,100.0,True,False,0.0047712699505461365
63c6caa38d1b8e94fb35eb64,2023-01-17 17:19:47.469,100.0,True,False,0.0047712699505461365
63c6ca911b949c34fa11e198,2023-01-17 17:19:29.780,0.0,False,False,0.0047712699505461365
65a8eacac6b05849cef54a90,2024-01-18 10:09:30.771,0.0,True,False,0.0047712699505461365
65a82c12781f8e163a57c6e8,2024-01-17 20:35:46.133,0.0,True,False,0.0047712699505461365
65a660eb781f8e163a577183,2024-01-16 11:56:43.367,100.0,True,False,0.0047712699505461365
65a660dd0bcda0a757815271,2024-01-16 11:56:29.800,0.0,False,False,0.0047712699505461365
65a660ca0bcda0a75781525d,2024-01-16 11:56:10.725,0.0,False,False,0.0047712699505461365
6550d6a72e31aa841f0bd0c5,2023-11-12 14:44:07.093,100.0,True,False,0.0047712699505461365
637c80cfd0579510aa3fe22d,2022-11-22 08:57:03.568,100.0,True,False,0.0047712699505461365
66b5c9741abc3550cffd4821,2024-08-09 09:46:59.995,100.0,True,False,0.0047712699505461365
66b5c95e26943bbfc41c96bf,2024-08-09 09:46:38.588,0.0,False,False,0.0047712699505461365
665dcdf8dad4f4d810c95ba4,2024-06-03 16:06:48.311,100.0,True,False,0.0047712699505461365
659578666e50a56ff139b4a8,2024-01-03 16:08:22.770,100.0,True,False,0.0047712699505461365
6595785a0bcda0a757802db1,2024-01-03 16:08:10.622,0.0,False,False,0.0047712699505461365
65534d762e31aa841f0be69b,2023-11-14 11:35:34.289,100.0,True,False,0.0047712699505461365
6398578a80607efdfdbdbfe0,2022-12-13 11:44:26.273,100.0,True,False,0.0047712699505461365
6398576ea41ed832114c7ba1,2022-12-13 11:43:58.108,0.0,False,False,0.0047712699505461365
64283023407e6b4dd2d08cd9,2023-04-01 15:22:43.426,100.0,True,False,0.0047712699505461365
637b9df780607efdfdbcce45,2022-11-21 16:49:11.707,100.0,True,False,0.0047712699505461365
618fbd5fafb6417fa701180d,2021-11-13 14:27:59.458,100.0,True,False,0.0047712699505461365
64da99455c3f0f051e284f3c,2023-08-14 23:14:45.851,100.0,True,False,0.0047712699505461365
